delta_t,Channel 7
0.007623084,1
0.007624041,1
0.00763725,1
0.007633042,1
0.0076325,1
0.007631375,1
0.007634084,1
0.007631375,1
0.007627875,1
0.007633125,1
0.007633958,1
0.007630333,1
0.00762775,1
0.007626959,1
0.007631125,1
0.00762825,1
0.007629542,1
0.007618875,1
0.007624625,1
0.00762525,1
0.007629541,1
0.007628208,1
0.007636167,1
0.007636166,1
0.00762625,1
0.007631666,1
0.007632375,1
0.007636042,1
0.007635791,1
0.007631458,1
0.007634083,1
0.007634542,1
0.007630958,1
0.007631375,1
0.00762775,1
0.007633541,1
0.007629292,1
0.007636417,1
0.0076325,1
0.007626708,1
0.007632375,1
0.0076255,1
0.0076215,1
0.007625708,1
0.007626125,1
0.00762675,1
0.007618375,1
0.007622,1
0.007626334,1
0.007631583,1
0.007627792,1
0.007631584,1
0.007632459,1
0.007631333,1
0.007631041,1
0.0076315,1
0.0076325,1
0.007630167,1
0.007624583,1
0.007624042,1
0.007626375,1
0.007631584,1
0.007633958,1
0.007628375,1
0.007623292,1
0.007619333,1
0.0076215,1
0.007625208,1
0.007624583,1
0.007625542,1
0.007629209,1
0.00762875,1
0.007615458,1
0.007625792,1
0.007624583,1
0.007624,1
0.007621625,1
0.007619042,1
0.007623,1
0.007633417,1
0.007630833,1
0.007619,1
0.007634084,1
0.007628291,1
0.007624542,1
0.007626834,1
0.007624583,1
0.007625583,1
0.007619917,1
0.007625458,1
0.007624583,1
0.007616209,1
0.007626791,1
0.007625417,1
0.007618416,1
0.007630125,1
0.007626166,1
0.007626792,1
0.007627709,1
0.007630042,1
0.00762775,1
0.007633166,1
0.007626125,1
0.00762575,1
0.007618333,1
0.007617542,1
0.00761675,1
0.007627042,1
0.007623291,1
0.007626834,1
0.007623292,1
0.007622083,1
0.007615375,1
0.007620666,1
0.007623,1
0.007619042,1
0.007621625,1
0.007618875,1
0.007613833,1
0.007608,1
0.007615416,1
0.007624167,1
0.007629375,1
0.007620459,1
0.007615166,1
0.007617417,1
0.007619958,1
0.007625458,1
0.007618292,1
0.007618875,1
0.007616833,1
0.007617292,1
0.007618375,1
0.007618875,1
0.007616875,1
0.007607958,1
0.007615209,1
0.007620459,1
0.007619875,1
0.007623792,1
0.00762,1
0.007628209,1
0.007626167,1
0.007626916,1
0.007626375,1
0.007636166,1
0.00762325,1
0.007625291,1
0.007623,1
0.007617417,1
0.007623,1
0.007628334,1
0.007624833,1
0.007629958,1
0.00762925,1
0.007620875,1
0.007624583,1
0.007627,1
0.007624875,1
0.007625583,1
0.007626167,1
0.007633,1
0.007630958,1
0.007628625,1
0.007629541,1
0.007629834,1
0.007630833,1
0.007622041,1
0.007616959,1
0.0076195,1
0.0076215,1
0.00762675,1
0.007628,1
0.007626875,1
0.007624833,1
0.007622542,1
0.00762475,1
0.007624,1
0.007616958,1
0.007622,1
0.007621625,1
0.007626625,1
0.00762775,1
0.007623834,1
0.0076185,1
0.007614542,1
0.007623291,1
0.007612708,1
0.0076105,1
0.007615833,1
0.00761075,1
0.007620958,1
0.007621458,1
0.007620958,1
0.00761525,1
0.007608,1
0.007615167,1
0.007622083,1
0.007627791,1
0.007623833,1
0.007627875,1
0.007617875,1
0.00761675,1
0.007621959,1
0.007616791,1
0.007625667,1
0.007626125,1
0.007620542,1
0.007615416,1
0.00761325,1
0.007612042,1
0.007619291,1
0.007619958,1
0.007629792,1
0.007619875,1
0.007628375,1
0.007624917,1
0.00762675,1
0.007626084,1
0.007625292,1
0.007628,1
0.007619458,1
0.007619958,1
0.007623625,1
0.007627916,1
0.007623792,1
0.007629375,1
0.007623625,1
0.007623125,1
0.007627208,1
0.00762175,1
0.007631375,1
0.007634125,1
0.007626625,1
0.007637041,1
0.007633458,1
0.007627625,1
0.007634541,1
0.007629417,1
0.00762725,1
0.007627958,1
0.007630042,1
0.007629333,1
0.007625708,1
0.007624542,1
0.00761925,1
0.007619958,1
0.007622,1
0.007621458,1
0.007625834,1
0.007621417,1
0.0076195,1
0.00762,1
0.007626625,1
0.007634,1
0.007632917,1
0.007626291,1
0.00762375,1
0.007635666,1
0.007628708,1
0.007633084,1
0.007628583,1
0.007629542,1
0.007618917,1
0.007623042,1
0.007625584,1
0.007627625,1
0.00763,1
0.007619917,1
0.007622417,1
0.007626208,1
0.007625292,1
0.007629583,1
0.007626667,1
0.007618666,1
0.007623584,1
0.007621625,1
0.00762525,1
0.007616792,1
0.007619333,1
0.007618375,1
0.007617708,1
0.007623125,1
0.007629875,1
0.0076215,1
0.007621959,1
0.007627709,1
0.007629917,1
0.007623041,1
0.007626792,1
0.007624834,1
0.007617875,1
0.007615167,1
0.007619125,1
0.00761525,1
0.007617917,1
0.007618375,1
0.007620458,1
0.00762925,1
0.007616208,1
0.007620167,1
0.007623583,1
0.007617042,1
0.007619541,1
0.007612125,1
0.007612708,1
0.007626375,1
0.007622291,1
0.00762475,1
0.007624042,1
0.007620083,1
0.007618875,1
0.007623125,1
0.007617459,1
0.007613666,1
0.007625292,1
0.007620167,1
0.007618958,1
0.007613709,1
0.007606666,1
0.007613709,1
