,Reconfiguring
0.010816625,1
0.010823708,1
0.010820541,1
0.010823583,1
0.010827375000001,1
0.01082875,1
0.010835,1
0.010824792,1
0.010829375,1
0.010821375,1
0.010831208,1
0.010823417,1
0.010820708,1
0.010822083000001,1
0.010807333000001,1
0.010818167,1
0.010821125,1
0.010816250000001,1
0.010826709000001,1
0.010817542,1
0.010818625,1
0.010825959,1
0.010834083,1
0.010824625,1
0.010819042000001,1
0.010826958,1
0.010819667,1
0.010824542,1
0.01084275,1
0.010827084,1
0.010822583,1
0.010830458,1
0.010827458,1
0.01082625,1
0.010830375,1
0.010826708,1
0.010827291,1
0.010826417,1
0.01082825,1
0.010823417,1
0.010826709,1
0.010820709,1
0.010825834,1
0.010826875,1
0.010818667,1
0.010823375,1
0.010835332999999,1
